Summary_Sentence,Country_A,Country_B,Country_Pair
"Thereafter, scores of other Ghanaians lost their property as they fled for their lives.",Ghana,Ivory Coast,Ghana_Ivory Coast
"Some 1,000 homes and businesses were looted.",Ghana,Ivory Coast,Ghana_Ivory Coast
"More than 10,000 Ghanaians out of the approximately 1 million living in Ivory Coast were immediately evacuated by the Ghanaian government, and more than 30,000 Ghanaians were reported to have sought refuge in the Ghanaian and other friendly embassies.",Ghana,Ivory Coast,Ghana_Ivory Coast
"A twenty-member joint commission (ten from each country) was established to investigate the attacks, to recommend compensation for victims, and to find ways of avoiding similar incidents in the future.",Ghana,Ivory Coast,Ghana_Ivory Coast
" In October 1994, the two nations resumed soccer matches after a Togolese delegation helped smooth relations between them.",Ghana,Ivory Coast,Ghana_Ivory Coast
"The bilateral relations between the Kingdom of Cambodia and the People's Republic of China have strengthened considerably after the end of the Cambodian-Vietnamese War, during which China had supported the Khmer Rouge against Vietnam.",Cambodia,China,Cambodia_China
"Ethiopia–Russia relations (Russian: Российско-эфиопские отношения) is the relationship between the two countries, Ethiopia and Russia.",Ethiopia,Russia,Ethiopia_Russia
"Both countries established diplomatic relations on April 21, 1943.",Ethiopia,Russia,Ethiopia_Russia
"Russia currently has an embassy in Addis Ababa, and Ethiopia has an embassy in Moscow.",Ethiopia,Russia,Ethiopia_Russia
"The Ethiopian ambassador to Russia is also accredited to Armenia, Azerbaijan, Belarus, Georgia, Kazakhstan, Kyrgyzstan, Moldova, Tajikistan, Turkmenistan, Ukraine, and Uzbekistan.",Ethiopia,Russia,Ethiopia_Russia
Russia has an embassy in Reykjavík.,Iceland,Russia,Iceland_Russia
"Iceland has an embassy in Moscow, and  two honorary consulates in Murmansk and Saint Petersburg.",Iceland,Russia,Iceland_Russia
"Both countries have close ties in financing, which has strengthened the relations between the two.",Iceland,Russia,Iceland_Russia
"Jordan has an office in Ramallah, while Palestine has an embassy in Amman.",Jordan,Palestine,Jordan_Palestine
"They are both members of the Arab League, OIC, and Union for the Mediterranean.",Jordan,Palestine,Jordan_Palestine
The USSR established diplomatic relations with the newly independent Republic of Cyprus on 18 August 1960.,Cyprus,Russia,Cyprus_Russia
Cooperation between both countries has increased since the 1990s and the fall of the USSR.,Cyprus,Russia,Cyprus_Russia
Cyprus has an embassy in Moscow and Russia has an embassy in Nicosia.,Cyprus,Russia,Cyprus_Russia
China–Thailand relations officially started in November 1975 after years of negotiations.,China,Thailand,China_Thailand
"For a long time, Thailand, or in its former name, Siam, was a very strong and loyal Sinophilic country, and usually the Chinese issued Siam with a strong respect from China to ensure its alliance with the country.",China,Thailand,China_Thailand
"However, after Plaek Phibunsongkhram attempted to erase and prohibit Chinese, the feelings favor among Thais toward China have been seriously damaged.",China,Thailand,China_Thailand
Currently there may be a power struggle between the United States and China due to escalating presence of both in Thailand.,China,Thailand,China_Thailand
"China remains as an important ally to Thailand, partly due to its influence and prominence in the region.",China,Thailand,China_Thailand
France maintains an embassy in Brazzaville and a consulate in Pointe Noire.,Republic of the Congo,France,Republic of the Congo_France
France controlled the Republic of the Congo as a colony from the 1880s until the Congo's independence in 1960.,Republic of the Congo,France,Republic of the Congo_France
"Following the collapse of communism worldwide, France has become Congo's most significant external trading partner.",Republic of the Congo,France,Republic of the Congo_France
"Although China's economic influence is growing rapidly throughout Latin America, it is perhaps most evident in Ecuador where it enjoys a near-monopoly of crude exports.",China,Ecuador,China_Ecuador
Critics of Ecuadorian President Rafael Correa say that the Chinese influence has gone too far and threatens national sovereignty while indigenous peoples' rights and biodiversity could be severely harmed because of Ecuador's oil commitments to China.,China,Ecuador,China_Ecuador
"Estonia–Russia relations (Российско-эстонские отношения, Estonian: Eesti-Vene suhted) refers to bilateral foreign relations between Estonia and Russia.",Estonia,Russia,Estonia_Russia
"Diplomatic relations between the Republic of Estonia and the Russian SFSR were established on 2 February 1920, when Bolshevist Russia recognized de jure the independence of the Republic of Estonia, and renounced in perpetuity all rights to the territory of Estonia, via the Treaty of Tartu (Russian–Estonian).",Estonia,Russia,Estonia_Russia
"At the time, the Bolsheviks had just gained control of the majority of Russian territory, and their government's legitimacy was being hotly contested by Western powers and the Russian White movement.",Estonia,Russia,Estonia_Russia
"Both nations are members of the Association of Caribbean States, Community of Latin American and Caribbean States, Organization of American States, Organization of Ibero-American States and the United Nations.",Costa Rica,Mexico,Costa Rica_Mexico
"There are no diplomatic relations between Armenia and Azerbaijan, largely due to the ongoing Nagorno-Karabakh conflict.",Armenia,Azerbaijan,Armenia_Azerbaijan
"The neighboring nations had formal governmental relations between 1918 and 1921, during their brief independence from the collapsed Russian Empire, as the First Republic of Armenia and the Democratic Republic of Azerbaijan; these relations existed from the period after the Russian Revolution until they were occupied and annexed by the Soviet Union.",Armenia,Azerbaijan,Armenia_Azerbaijan
Due to the two wars waged by the countries in the past century—one from 1918 to 1921 and another from 1988 to 1994—the two have had strained relations.,Armenia,Azerbaijan,Armenia_Azerbaijan
They first began on 19 August 1971.,Bahrain,Kuwait,Bahrain_Kuwait
"Morocco–Russia relations (Arabic: علاقات مغربية روسية‎, Russian: Российско-марокканские отношения) is the bilateral relationship between Russia and Morocco.",Morocco,Russia,Morocco_Russia
"The two countries are neighbours and share a border 1,747 km long.",Central African Republic,Democratic Republic of the Congo,Central African Republic_Democratic Republic of the Congo
"Due to the military conflicts on both sides of the border, many refugees have crossed into the other's territory.",Central African Republic,Democratic Republic of the Congo,Central African Republic_Democratic Republic of the Congo
"There were about 200,000 Congolese nationals in the Central African Republic as of 2014, and there were around 100,000 Central African refugees in the DRC as of 2016.The current Congolese ambassador to the Central African Republic is Gaspard Mugaruka, who has been in that office since 2002.",Central African Republic,Democratic Republic of the Congo,Central African Republic_Democratic Republic of the Congo
Before that the DRC did not have an embassy in CAR for ten years.,Central African Republic,Democratic Republic of the Congo,Central African Republic_Democratic Republic of the Congo
"Relations between the Ethiopian and Ottoman Empires were long contentious, the most notable expression being the Ethiopian–Adal War in the early 16th century, the Adal Sultanate serving as Ottoman proxy.",Ethiopia,Turkey,Ethiopia_Turkey
"Formal diplomatic relations were established in 1896, and non-resident ambassadors were accredited at this time.",Ethiopia,Turkey,Ethiopia_Turkey
"The Ottoman Empire opened a Consulate-General in Harar in 1910, followed by an Consulate in Addis Ababa in 1912 (after which the consulate in Harar was downgraded to an honorary consulate).",Ethiopia,Turkey,Ethiopia_Turkey
