Summary,URL,Country_Pair
"The European Union to Nepal relations is the relations between Nepal and the European Union (EU). The role of the European Union is to present, explain and implement EU policies, analyze and report on the political, social, and economic situation in Nepal, and to conducts negotiations in accordance with a given mandate.In the context of Nepal, the European Union has been focussing mainly on three sectors: education, peace and stability, and trade facilitation and economic capacity building. Apart from these three sectors, we are also active in areas as varied as the protection and promotion of human rights, food security, conservation of the environment, safe migration, assisting to ensure transparent and effective public finance management, and introducing sustainable production and consumption practices. The EU is also working with the Government of Nepal and local communities in disaster risk reduction and climate change adaptation and mitigation.",https://en.wikipedia.org/wiki/Nepal%E2%80%93European_Union_relations,Nepal–European Union relations
"Bhutan–Nepal relations refer to the bilateral relations between the Bhutan and Nepal. Relations were formally established in 1983. The two Himalayan countries are both landlocked, separated only by the Sikkim. Both countries are bordered by India and the People's Republic of China. However, the current state of relations remains strained owing to the Bhutanese refugee crisis.",https://en.wikipedia.org/wiki/Bhutan%E2%80%93Nepal_relations,Bhutan–Nepal relations
"Nepal–Russia relations (Russian: Российско-непальские отношения, Nepali: नेपाल रुस सम्बन्ध) is the bilateral relationship between Russia and Nepal.",https://en.wikipedia.org/wiki/Nepal%E2%80%93Russia_relations,Nepal–Russia relations
"India–Oman relations are foreign relations between the Republic of India and the Sultanate of Oman. India has an embassy in Muscat, Oman. An Indian consulate was opened in Muscat in February 1955 which was upgraded to a consulate general in 1960 and later into a full-fledged embassy in 1971. The first ambassador of India arrived in Muscat in 1973. Oman established its embassy in New Delhi in 1972 and a consulate general in Mumbai in 1976. India and Oman have had trade and people-to-people ties for several millennia. Oman is home to a large Indian expatriate community and for Oman, India is an important trading partner. Politically, Oman has been supportive of India's bid for permanent membership of the United Nations Security Council.",https://en.wikipedia.org/wiki/India%E2%80%93Oman_relations,India–Oman relations
The relations between the United Kingdom and Oman are strong and strategic.The United Kingdom has an embassy in Muscat and Oman has an embassy in London.,https://en.wikipedia.org/wiki/Oman%E2%80%93United_Kingdom_relations,Oman–United Kingdom relations
"Oman–Saudi Arabia relations refers to the current and historical relations between Sultanate of Oman and Kingdom of Saudi Arabia. Oman has an embassy in Riyadh and a consulate in Jeddah, whilst Saudi Arabia has an embassy in Muscat.
Two nations have a long historical relationship between two states. Both are members of the Gulf Cooperation Council and mainly adhere to Islam, Oman follows Ibadi Islam while Saudi Arabia follows sunni Islam. Both being gulf states, make them strong allies, however, Oman has a more lenient approach when it comes to Iran.
The two countries share a long border, second in length only to the Saudi-Yemen border.",https://en.wikipedia.org/wiki/Oman%E2%80%93Saudi_Arabia_relations,Oman–Saudi Arabia relations
"Israel–Oman relations are the bilateral relations between Israel and Oman. In line with the Arab League position in relation to Israel, Oman does not officially recognise the state of Israel and took part in the boycott of Israel. In 1994, however, the countries established unofficial trade relations, which were discontinued in 2000. In 2018, Israeli Prime Minister Benjamin Netanyahu led a delegation to Oman and met with Sultan Qaboos and other senior Omani officials. As of 2019, Israeli citizens continue to be prohibited entry into Oman.In February 2019, Omani foreign minister, Yusuf bin Alawi, said that Oman will not normalize its relations with Israel until a sovereign Palestinian state has been established.Economic cooperation between the two countries, though not significant, helped Oman to become a bridge between the Arab world and Israel.",https://en.wikipedia.org/wiki/Israel%E2%80%93Oman_relations,Israel–Oman relations
"Oman–Yemen relations refer to bilateral relations between  Oman and Yemen . The two countries share a border. Both Oman and Yemen were part of the Persian Empire, and later the Umayyad and Abbasid caliphates. Yemen has an embassy in Muscat. Oman has an embassy in Sana'a. Both countries are members of the Arab League and Organisation of Islamic Cooperation. They neighbor each other, with Yemen to the West and Oman to the East.",https://en.wikipedia.org/wiki/Oman%E2%80%93Yemen_relations,Oman–Yemen relations
"Iran–Oman relations are bilateral relations between Oman and Iran. The two countries currently share diplomatic and economic ties dating back to the Pahlavi period. Oman considers Iran not to be a threat perceived by the other Arab states of the Persian Gulf. Both countries are members of the Organisation of Islamic Cooperation, the Non-Aligned Movement and the Group of 77. Iran has an embassy in Muscat whilst Oman has an embassy in Tehran.
Iran is situated across the narrow strategically-important Strait of Hormuz, to Oman in the south.",https://en.wikipedia.org/wiki/Iran%E2%80%93Oman_relations,Iran–Oman relations
Oman – Qatar relations are the bilateral relations between the Sultanate of Oman and the State of Qatar. Both are members of the GCC.,https://en.wikipedia.org/wiki/Oman%E2%80%93Qatar_relations,Oman–Qatar relations
"Oman – United States relations are bilateral relations between Oman and the United States. The U.S. relationship with Oman dates back 200 years, with American merchant ships making port calls in Oman as early as 1790. Oman was the first Arab nation to recognize the United States, sending an envoy in 1841.",https://en.wikipedia.org/wiki/Oman%E2%80%93United_States_relations,Oman–United States relations
"Pakistan-Oman relations are warm and cooperative. Oman has an embassy in Islamabad and a Consulate-General in Karachi, whereas Pakistan has an embassy in Muscat.
Oman is the nearest Arab country to Pakistan, because of this they both share a maritime boundary with each other. 30% of Omanis are of Balochi origin from Pakistan's Balochistan province, having settled in Oman over a hundred years ago. Gwadar was formerly part of Oman but was sold to Pakistan on 8 September 1958. It was integrated within Balochistan on 1 July 1977 and became a full sub-division of the Gwadar District. There are over 85,000 Pakistani immigrants resident in Oman.Pakistan and Oman cooperate economically, with bilateral trade of $331 million as of 2008–2009. The Pakistan-Oman Joint Investment Company promotes trade between Oman and Pakistan.The countries also cooperate militarily, with joint exercises and defence procurement.",https://en.wikipedia.org/wiki/Oman%E2%80%93Pakistan_relations,Oman–Pakistan relations
